date,sku,name,category,units_sold,unit_price,revenue,phase
2023-09-26,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,baseline
2023-09-26,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-09-26,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-09-26,CHP-DRT,Doritos Nacho,Chips,4,1.5,6.0,baseline
2023-09-26,CHP-PRT,Pretzels,Chips,4,1.25,5.0,baseline
2023-09-26,CHP-POP,Popcorn,Chips,1,1.25,1.25,baseline
2023-09-27,ITS-STR,Strawberry Italian Soda,Italian Soda,4,3.5,14.0,baseline
2023-09-27,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-09-27,DRK-MAT,Matcha Lemonade,Custom Drink,3,4.25,12.75,baseline
2023-09-27,DRK-STR,Strawberry Milk,Custom Drink,4,3.75,15.0,baseline
2023-09-27,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,baseline
2023-09-27,ENR-RBU,Red Bull Original,Energy Drink,3,3.75,11.25,baseline
2023-09-27,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,3.75,7.5,baseline
2023-09-27,ENR-MTN,Monster Energy,Energy Drink,2,3.5,7.0,baseline
2023-09-27,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,baseline
2023-09-27,SFT-WAT,Water Bottle,Soft Drink,9,1.25,11.25,baseline
2023-09-27,SFT-COK,Coca-Cola,Soft Drink,9,1.75,15.75,baseline
2023-09-27,SFT-SPR,Sprite,Soft Drink,4,1.75,7.0,baseline
2023-09-27,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,baseline
2023-09-27,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,baseline
2023-09-27,SNK-CHC,Chocolate Chip Cookie,Baked Good,2,2.0,4.0,baseline
2023-09-27,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-09-27,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-09-27,SNK-PMP,Pumpkin Muffin,Baked Good,1,2.75,2.75,baseline
2023-09-27,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,baseline
2023-09-27,CND-GUM,Orbit Gum,Candy & Gum,1,1.5,1.5,baseline
2023-09-27,CND-RBB,Sour Patch Kids,Candy & Gum,1,2.0,2.0,baseline
2023-09-27,CND-MNT,Altoids,Candy & Gum,2,2.0,4.0,baseline
2023-09-27,CHP-LAY,Lays Classic,Chips,3,1.5,4.5,baseline
2023-09-27,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,baseline
2023-09-27,CHP-PRT,Pretzels,Chips,2,1.25,2.5,baseline
2023-09-27,CHP-POP,Popcorn,Chips,3,1.25,3.75,baseline
2023-09-28,ITS-STR,Strawberry Italian Soda,Italian Soda,4,3.5,14.0,baseline
2023-09-28,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-09-28,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-09-28,ITS-PEA,Peach Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-09-28,DRK-MAT,Matcha Lemonade,Custom Drink,4,4.25,17.0,baseline
2023-09-28,DRK-STR,Strawberry Milk,Custom Drink,2,3.75,7.5,baseline
2023-09-28,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,baseline
2023-09-28,ENR-RBU,Red Bull Original,Energy Drink,4,3.75,15.0,baseline
2023-09-28,ENR-RBS,Red Bull Sugar Free,Energy Drink,5,3.75,18.75,baseline
2023-09-28,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,baseline
2023-09-28,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,baseline
2023-09-28,SFT-WAT,Water Bottle,Soft Drink,5,1.25,6.25,baseline
2023-09-28,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,baseline
2023-09-28,SFT-SPR,Sprite,Soft Drink,6,1.75,10.5,baseline
2023-09-28,SFT-DRP,Dr Pepper,Soft Drink,5,1.75,8.75,baseline
2023-09-28,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,baseline
2023-09-28,SNK-CHC,Chocolate Chip Cookie,Baked Good,9,2.0,18.0,baseline
2023-09-28,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-09-28,SNK-SUG,Sugar Cookie,Baked Good,2,2.0,4.0,baseline
2023-09-28,SNK-PMP,Pumpkin Muffin,Baked Good,3,2.75,8.25,baseline
2023-09-28,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,baseline
2023-09-28,CND-GUM,Orbit Gum,Candy & Gum,6,1.5,9.0,baseline
2023-09-28,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,baseline
2023-09-28,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,baseline
2023-09-28,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,baseline
2023-09-28,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-09-28,CHP-LAY,Lays Classic,Chips,8,1.5,12.0,baseline
2023-09-28,CHP-DRT,Doritos Nacho,Chips,6,1.5,9.0,baseline
2023-09-28,CHP-PRT,Pretzels,Chips,1,1.25,1.25,baseline
2023-09-28,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-09-29,ITS-STR,Strawberry Italian Soda,Italian Soda,4,3.5,14.0,baseline
2023-09-29,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-09-29,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-09-29,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-09-29,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-09-29,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-09-29,ENR-RBU,Red Bull Original,Energy Drink,8,3.75,30.0,baseline
2023-09-29,ENR-RBS,Red Bull Sugar Free,Energy Drink,5,3.75,18.75,baseline
2023-09-29,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,baseline
2023-09-29,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,baseline
2023-09-29,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,baseline
2023-09-29,SFT-SPR,Sprite,Soft Drink,6,1.75,10.5,baseline
2023-09-29,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,baseline
2023-09-29,SFT-LEM,Lemonade,Soft Drink,4,1.75,7.0,baseline
2023-09-29,SNK-CHC,Chocolate Chip Cookie,Baked Good,6,2.0,12.0,baseline
2023-09-29,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-09-29,SNK-PMP,Pumpkin Muffin,Baked Good,1,2.75,2.75,baseline
2023-09-29,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,baseline
2023-09-29,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,baseline
2023-09-29,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,baseline
2023-09-29,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-09-29,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-09-29,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,baseline
2023-09-29,CHP-PRT,Pretzels,Chips,2,1.25,2.5,baseline
2023-09-29,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-10-02,ITS-STR,Strawberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-02,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-02,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-02,ITS-PEA,Peach Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-02,DRK-MAT,Matcha Lemonade,Custom Drink,1,4.25,4.25,baseline
2023-10-02,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-10-02,ENR-RBU,Red Bull Original,Energy Drink,4,3.75,15.0,baseline
2023-10-02,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,3.75,11.25,baseline
2023-10-02,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,baseline
2023-10-02,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,baseline
2023-10-02,SFT-WAT,Water Bottle,Soft Drink,3,1.25,3.75,baseline
2023-10-02,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,baseline
2023-10-02,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-02,SFT-DRP,Dr Pepper,Soft Drink,4,1.75,7.0,baseline
2023-10-02,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,baseline
2023-10-02,SNK-CHC,Chocolate Chip Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-02,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,baseline
2023-10-02,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-02,SNK-PMP,Pumpkin Muffin,Baked Good,2,2.75,5.5,baseline
2023-10-02,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,baseline
2023-10-02,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-02,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,baseline
2023-10-02,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-10-02,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-10-02,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,baseline
2023-10-02,CHP-PRT,Pretzels,Chips,2,1.25,2.5,baseline
2023-10-02,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-10-03,ITS-STR,Strawberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-03,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-03,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-03,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-03,DRK-MAT,Matcha Lemonade,Custom Drink,1,4.25,4.25,baseline
2023-10-03,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-10-03,DRK-CHI,Chia Lemonade,Custom Drink,1,3.75,3.75,baseline
2023-10-03,ENR-RBU,Red Bull Original,Energy Drink,2,3.75,7.5,baseline
2023-10-03,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,3.75,11.25,baseline
2023-10-03,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,baseline
2023-10-03,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,baseline
2023-10-03,SFT-WAT,Water Bottle,Soft Drink,7,1.25,8.75,baseline
2023-10-03,SFT-COK,Coca-Cola,Soft Drink,6,1.75,10.5,baseline
2023-10-03,SFT-SPR,Sprite,Soft Drink,8,1.75,14.0,baseline
2023-10-03,SFT-DRP,Dr Pepper,Soft Drink,5,1.75,8.75,baseline
2023-10-03,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,baseline
2023-10-03,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,baseline
2023-10-03,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-10-03,SNK-SUG,Sugar Cookie,Baked Good,2,2.0,4.0,baseline
2023-10-03,SNK-PMP,Pumpkin Muffin,Baked Good,3,2.75,8.25,baseline
2023-10-03,SNK-RCK,Rice Krispie Treat,Baked Good,3,1.5,4.5,baseline
2023-10-03,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-03,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,baseline
2023-10-03,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,baseline
2023-10-03,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,baseline
2023-10-03,CND-MNT,Altoids,Candy & Gum,2,2.0,4.0,baseline
2023-10-03,CHP-LAY,Lays Classic,Chips,5,1.5,7.5,baseline
2023-10-03,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,baseline
2023-10-03,CHP-PRT,Pretzels,Chips,1,1.25,1.25,baseline
2023-10-03,CHP-POP,Popcorn,Chips,3,1.25,3.75,baseline
2023-10-04,ITS-STR,Strawberry Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-04,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-04,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-04,ITS-PEA,Peach Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-04,DRK-MAT,Matcha Lemonade,Custom Drink,3,4.25,12.75,baseline
2023-10-04,DRK-STR,Strawberry Milk,Custom Drink,2,3.75,7.5,baseline
2023-10-04,DRK-CHI,Chia Lemonade,Custom Drink,1,3.75,3.75,baseline
2023-10-04,ENR-RBU,Red Bull Original,Energy Drink,6,3.75,22.5,baseline
2023-10-04,ENR-RBS,Red Bull Sugar Free,Energy Drink,5,3.75,18.75,baseline
2023-10-04,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,baseline
2023-10-04,SFT-WAT,Water Bottle,Soft Drink,6,1.25,7.5,baseline
2023-10-04,SFT-COK,Coca-Cola,Soft Drink,6,1.75,10.5,baseline
2023-10-04,SFT-SPR,Sprite,Soft Drink,5,1.75,8.75,baseline
2023-10-04,SFT-DRP,Dr Pepper,Soft Drink,1,1.75,1.75,baseline
2023-10-04,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,baseline
2023-10-04,SNK-CHC,Chocolate Chip Cookie,Baked Good,5,2.0,10.0,baseline
2023-10-04,SNK-BRW,Brownie,Baked Good,1,2.5,2.5,baseline
2023-10-04,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-04,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,baseline
2023-10-04,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,baseline
2023-10-04,CND-RBB,Sour Patch Kids,Candy & Gum,1,2.0,2.0,baseline
2023-10-04,CND-SKT,Skittles,Candy & Gum,4,1.75,7.0,baseline
2023-10-04,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,baseline
2023-10-04,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-10-04,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,baseline
2023-10-04,CHP-PRT,Pretzels,Chips,1,1.25,1.25,baseline
2023-10-04,CHP-POP,Popcorn,Chips,3,1.25,3.75,baseline
2023-10-05,ITS-STR,Strawberry Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-05,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-05,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-05,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-05,DRK-MAT,Matcha Lemonade,Custom Drink,2,4.25,8.5,baseline
2023-10-05,ENR-RBU,Red Bull Original,Energy Drink,5,3.75,18.75,baseline
2023-10-05,ENR-RBS,Red Bull Sugar Free,Energy Drink,1,3.75,3.75,baseline
2023-10-05,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,baseline
2023-10-05,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,baseline
2023-10-05,SFT-WAT,Water Bottle,Soft Drink,6,1.25,7.5,baseline
2023-10-05,SFT-COK,Coca-Cola,Soft Drink,6,1.75,10.5,baseline
2023-10-05,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-05,SFT-DRP,Dr Pepper,Soft Drink,4,1.75,7.0,baseline
2023-10-05,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,baseline
2023-10-05,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,baseline
2023-10-05,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-10-05,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-05,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,baseline
2023-10-05,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-05,CND-RBB,Sour Patch Kids,Candy & Gum,5,2.0,10.0,baseline
2023-10-05,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,baseline
2023-10-05,CHP-LAY,Lays Classic,Chips,3,1.5,4.5,baseline
2023-10-05,CHP-DRT,Doritos Nacho,Chips,3,1.5,4.5,baseline
2023-10-05,CHP-PRT,Pretzels,Chips,2,1.25,2.5,baseline
2023-10-05,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-10-06,ITS-STR,Strawberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-06,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-06,ENR-RBU,Red Bull Original,Energy Drink,1,3.75,3.75,baseline
2023-10-06,ENR-RBS,Red Bull Sugar Free,Energy Drink,1,3.75,3.75,baseline
2023-10-06,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,baseline
2023-10-06,SFT-WAT,Water Bottle,Soft Drink,4,1.25,5.0,baseline
2023-10-06,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,baseline
2023-10-06,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-06,SFT-DRP,Dr Pepper,Soft Drink,1,1.75,1.75,baseline
2023-10-06,SNK-CHC,Chocolate Chip Cookie,Baked Good,2,2.0,4.0,baseline
2023-10-06,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-06,SNK-PMP,Pumpkin Muffin,Baked Good,1,2.75,2.75,baseline
2023-10-06,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-06,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,baseline
2023-10-06,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,baseline
2023-10-06,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-10-06,CHP-LAY,Lays Classic,Chips,1,1.5,1.5,baseline
2023-10-06,CHP-DRT,Doritos Nacho,Chips,1,1.5,1.5,baseline
2023-10-06,CHP-PRT,Pretzels,Chips,1,1.25,1.25,baseline
2023-10-06,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-10-09,ITS-STR,Strawberry Italian Soda,Italian Soda,4,3.5,14.0,baseline
2023-10-09,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-09,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-09,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-09,DRK-MAT,Matcha Lemonade,Custom Drink,1,4.25,4.25,baseline
2023-10-09,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-10-09,ENR-RBU,Red Bull Original,Energy Drink,1,3.75,3.75,baseline
2023-10-09,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,baseline
2023-10-09,ENR-CEL,Celsius,Energy Drink,4,3.25,13.0,baseline
2023-10-09,SFT-WAT,Water Bottle,Soft Drink,7,1.25,8.75,baseline
2023-10-09,SFT-COK,Coca-Cola,Soft Drink,2,1.75,3.5,baseline
2023-10-09,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-09,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,baseline
2023-10-09,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,baseline
2023-10-09,SNK-CHC,Chocolate Chip Cookie,Baked Good,5,2.0,10.0,baseline
2023-10-09,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,baseline
2023-10-09,SNK-PMP,Pumpkin Muffin,Baked Good,2,2.75,5.5,baseline
2023-10-09,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,baseline
2023-10-09,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,baseline
2023-10-09,CND-RBB,Sour Patch Kids,Candy & Gum,1,2.0,2.0,baseline
2023-10-09,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,baseline
2023-10-09,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,baseline
2023-10-09,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,baseline
2023-10-09,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-10-09,CHP-DRT,Doritos Nacho,Chips,3,1.5,4.5,baseline
2023-10-09,CHP-PRT,Pretzels,Chips,3,1.25,3.75,baseline
2023-10-09,CHP-POP,Popcorn,Chips,2,1.25,2.5,baseline
2023-10-10,ITS-STR,Strawberry Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-10,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-10,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-10,ITS-PEA,Peach Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-10,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-10,DRK-MAT,Matcha Lemonade,Custom Drink,2,4.25,8.5,baseline
2023-10-10,DRK-STR,Strawberry Milk,Custom Drink,3,3.75,11.25,baseline
2023-10-10,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,baseline
2023-10-10,ENR-RBU,Red Bull Original,Energy Drink,3,3.75,11.25,baseline
2023-10-10,ENR-RBS,Red Bull Sugar Free,Energy Drink,4,3.75,15.0,baseline
2023-10-10,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,baseline
2023-10-10,ENR-CEL,Celsius,Energy Drink,4,3.25,13.0,baseline
2023-10-10,SFT-WAT,Water Bottle,Soft Drink,3,1.25,3.75,baseline
2023-10-10,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,baseline
2023-10-10,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-10,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,baseline
2023-10-10,SNK-CHC,Chocolate Chip Cookie,Baked Good,2,2.0,4.0,baseline
2023-10-10,SNK-BRW,Brownie,Baked Good,6,2.5,15.0,baseline
2023-10-10,SNK-SUG,Sugar Cookie,Baked Good,2,2.0,4.0,baseline
2023-10-10,SNK-PMP,Pumpkin Muffin,Baked Good,4,2.75,11.0,baseline
2023-10-10,SNK-RCK,Rice Krispie Treat,Baked Good,3,1.5,4.5,baseline
2023-10-10,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-10,CND-RBB,Sour Patch Kids,Candy & Gum,5,2.0,10.0,baseline
2023-10-10,CND-SKT,Skittles,Candy & Gum,5,1.75,8.75,baseline
2023-10-10,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,baseline
2023-10-10,CND-MNT,Altoids,Candy & Gum,3,2.0,6.0,baseline
2023-10-10,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,baseline
2023-10-10,CHP-DRT,Doritos Nacho,Chips,8,1.5,12.0,baseline
2023-10-10,CHP-PRT,Pretzels,Chips,2,1.25,2.5,baseline
2023-10-10,CHP-POP,Popcorn,Chips,3,1.25,3.75,baseline
2023-10-11,ITS-STR,Strawberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-11,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-11,ITS-PEA,Peach Italian Soda,Italian Soda,3,3.5,10.5,baseline
2023-10-11,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-11,DRK-MAT,Matcha Lemonade,Custom Drink,1,4.25,4.25,baseline
2023-10-11,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-10-11,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,baseline
2023-10-11,ENR-RBU,Red Bull Original,Energy Drink,4,3.75,15.0,baseline
2023-10-11,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,3.75,7.5,baseline
2023-10-11,ENR-MTN,Monster Energy,Energy Drink,1,3.5,3.5,baseline
2023-10-11,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,baseline
2023-10-11,SFT-WAT,Water Bottle,Soft Drink,6,1.25,7.5,baseline
2023-10-11,SFT-COK,Coca-Cola,Soft Drink,1,1.75,1.75,baseline
2023-10-11,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,baseline
2023-10-11,SFT-DRP,Dr Pepper,Soft Drink,1,1.75,1.75,baseline
2023-10-11,SNK-CHC,Chocolate Chip Cookie,Baked Good,9,2.0,18.0,baseline
2023-10-11,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,baseline
2023-10-11,SNK-PMP,Pumpkin Muffin,Baked Good,3,2.75,8.25,baseline
2023-10-11,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,baseline
2023-10-11,CND-GUM,Orbit Gum,Candy & Gum,5,1.5,7.5,baseline
2023-10-11,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,baseline
2023-10-11,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,baseline
2023-10-11,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,baseline
2023-10-11,CHP-LAY,Lays Classic,Chips,4,1.5,6.0,baseline
2023-10-11,CHP-DRT,Doritos Nacho,Chips,2,1.5,3.0,baseline
2023-10-12,ITS-STR,Strawberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-12,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,2,3.5,7.0,baseline
2023-10-12,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,baseline
2023-10-12,DRK-MAT,Matcha Lemonade,Custom Drink,2,4.25,8.5,baseline
2023-10-12,DRK-STR,Strawberry Milk,Custom Drink,1,3.75,3.75,baseline
2023-10-12,ENR-RBU,Red Bull Original,Energy Drink,2,3.75,7.5,baseline
2023-10-12,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,3.75,7.5,baseline
2023-10-12,ENR-MTN,Monster Energy,Energy Drink,2,3.5,7.0,baseline
2023-10-12,ENR-CEL,Celsius,Energy Drink,3,3.25,9.75,baseline
2023-10-12,SFT-WAT,Water Bottle,Soft Drink,5,1.25,6.25,baseline
2023-10-12,SFT-SPR,Sprite,Soft Drink,3,1.75,5.25,baseline
2023-10-12,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,baseline
2023-10-12,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,baseline
2023-10-12,SNK-CHC,Chocolate Chip Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-12,SNK-BRW,Brownie,Baked Good,1,2.5,2.5,baseline
2023-10-12,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,baseline
2023-10-12,SNK-PMP,Pumpkin Muffin,Baked Good,3,2.75,8.25,baseline
2023-10-12,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,baseline
2023-10-12,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,baseline
2023-10-12,CND-RBB,Sour Patch Kids,Candy & Gum,1,2.0,2.0,baseline
2023-10-12,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,baseline
2023-10-12,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,baseline
